@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 {0,1,2}

@data
384,'2019/02/14 11:46:40:609',1,16.481649,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,1.826577,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,1
385,'2019/02/14 11:46:40:621',1,16.481649,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,1.826577,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,1
386,'2019/02/14 11:46:40:632',1,16.481649,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,1.826577,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,1
387,'2019/02/14 11:46:40:642',1,16.481649,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,1.826577,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,1
388,'2019/02/14 11:46:40:654',1,16.481649,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,1.826577,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,1
389,'2019/02/14 11:46:40:665',1,16.481649,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,1.826577,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,1
390,'2019/02/14 11:46:40:676',1,16.481649,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,1.826577,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,1
391,'2019/02/14 11:46:40:688',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
392,'2019/02/14 11:46:40:697',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
393,'2019/02/14 11:46:40:708',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
394,'2019/02/14 11:46:40:720',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
395,'2019/02/14 11:46:40:731',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
396,'2019/02/14 11:46:40:741',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
397,'2019/02/14 11:46:40:753',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
398,'2019/02/14 11:46:40:764',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
399,'2019/02/14 11:46:40:775',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
400,'2019/02/14 11:46:40:787',1,12.520736,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,1.171483,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,1
401,'2019/02/14 11:46:40:798',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
402,'2019/02/14 11:46:40:808',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
403,'2019/02/14 11:46:40:821',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
404,'2019/02/14 11:46:40:831',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
405,'2019/02/14 11:46:40:842',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
406,'2019/02/14 11:46:40:854',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
407,'2019/02/14 11:46:40:865',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
408,'2019/02/14 11:46:40:875',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
409,'2019/02/14 11:46:40:887',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
410,'2019/02/14 11:46:40:898',1,2.762945,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.420172,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,1
411,'2019/02/14 11:46:40:908',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
412,'2019/02/14 11:46:40:920',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
413,'2019/02/14 11:46:40:931',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
414,'2019/02/14 11:46:40:941',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
415,'2019/02/14 11:46:40:954',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
416,'2019/02/14 11:46:40:964',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
417,'2019/02/14 11:46:40:975',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
418,'2019/02/14 11:46:40:987',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
419,'2019/02/14 11:46:40:998',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
420,'2019/02/14 11:46:41:010',1,9.443382,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,1.684304,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,1
421,'2019/02/14 11:46:41:020',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
422,'2019/02/14 11:46:41:031',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
423,'2019/02/14 11:46:41:041',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
424,'2019/02/14 11:46:41:053',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
425,'2019/02/14 11:46:41:064',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
426,'2019/02/14 11:46:41:075',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
427,'2019/02/14 11:46:41:087',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
428,'2019/02/14 11:46:41:098',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
429,'2019/02/14 11:46:41:108',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
430,'2019/02/14 11:46:41:120',1,0.436073,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.690494,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1
431,'2019/02/14 11:46:41:131',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
432,'2019/02/14 11:46:41:141',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
433,'2019/02/14 11:46:41:153',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
434,'2019/02/14 11:46:41:165',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
435,'2019/02/14 11:46:41:174',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
436,'2019/02/14 11:46:41:187',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
437,'2019/02/14 11:46:41:198',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
438,'2019/02/14 11:46:41:208',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
439,'2019/02/14 11:46:41:220',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
440,'2019/02/14 11:46:41:231',1,6.773396,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,0.834043,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1
441,'2019/02/14 11:46:41:241',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
442,'2019/02/14 11:46:41:254',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
443,'2019/02/14 11:46:41:264',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
444,'2019/02/14 11:46:41:274',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
445,'2019/02/14 11:46:41:287',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
446,'2019/02/14 11:46:41:298',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
447,'2019/02/14 11:46:41:307',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
448,'2019/02/14 11:46:41:320',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
449,'2019/02/14 11:46:41:331',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
450,'2019/02/14 11:46:41:340',1,102.60672,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,8.063766,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1
451,'2019/02/14 11:46:41:353',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
452,'2019/02/14 11:46:41:364',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
453,'2019/02/14 11:46:41:374',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
454,'2019/02/14 11:46:41:387',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
455,'2019/02/14 11:46:41:397',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
456,'2019/02/14 11:46:41:407',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
457,'2019/02/14 11:46:41:420',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
458,'2019/02/14 11:46:41:431',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
459,'2019/02/14 11:46:41:441',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
460,'2019/02/14 11:46:41:453',1,0.456846,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,2.432696,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1
461,'2019/02/14 11:46:41:464',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
462,'2019/02/14 11:46:41:474',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
463,'2019/02/14 11:46:41:486',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
464,'2019/02/14 11:46:41:497',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
465,'2019/02/14 11:46:41:507',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
466,'2019/02/14 11:46:41:520',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
467,'2019/02/14 11:46:41:531',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
468,'2019/02/14 11:46:41:541',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
469,'2019/02/14 11:46:41:553',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
470,'2019/02/14 11:46:41:564',1,0.614085,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,1.972472,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1
471,'2019/02/14 11:46:41:574',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
472,'2019/02/14 11:46:41:587',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
473,'2019/02/14 11:46:41:597',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
474,'2019/02/14 11:46:41:607',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
475,'2019/02/14 11:46:41:620',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
476,'2019/02/14 11:46:41:631',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
477,'2019/02/14 11:46:41:642',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
478,'2019/02/14 11:46:41:653',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
479,'2019/02/14 11:46:41:664',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
480,'2019/02/14 11:46:41:675',1,31.767889,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,5.009807,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,1
481,'2019/02/14 11:46:41:687',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
482,'2019/02/14 11:46:41:698',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
483,'2019/02/14 11:46:41:708',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
484,'2019/02/14 11:46:41:720',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
485,'2019/02/14 11:46:41:731',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
486,'2019/02/14 11:46:41:741',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
487,'2019/02/14 11:46:41:753',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
488,'2019/02/14 11:46:41:764',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
489,'2019/02/14 11:46:41:775',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
490,'2019/02/14 11:46:41:786',1,2.464261,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.700776,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,1
491,'2019/02/14 11:46:41:797',1,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.539241,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,0.840511,1
492,'2019/02/14 11:46:41:808',1,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.539241,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,0.840511,1
493,'2019/02/14 11:46:41:820',1,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.539241,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,0.840511,1
494,'2019/02/14 11:46:41:831',1,40.563995,0.747817,20.848806,0.671897,20.61858,2.7046,29.520039,0.455157,28.961998,0.539241,6.156879,3.28834,2.501739,1.384075,1.8282,1.647983,1.641613,1.239542,2.587061,0.840511,1
