@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric

@data
4017,'2019/02/12 12:39:56:884',6,2.592577,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,3.237641,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0
4018,'2019/02/12 12:39:56:894',6,2.592577,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,3.237641,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0
4019,'2019/02/12 12:39:56:906',6,2.592577,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,3.237641,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0
4020,'2019/02/12 12:39:56:917',6,2.592577,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,3.237641,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0
4021,'2019/02/12 12:39:56:928',6,2.592577,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,3.237641,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0
4022,'2019/02/12 12:39:56:939',6,2.592577,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,3.237641,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0
4023,'2019/02/12 12:39:56:951',6,2.592577,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,3.237641,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0
4024,'2019/02/12 12:39:56:961',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4025,'2019/02/12 12:39:56:973',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4026,'2019/02/12 12:39:56:984',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4027,'2019/02/12 12:39:56:995',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4028,'2019/02/12 12:39:57:006',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4029,'2019/02/12 12:39:57:018',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4030,'2019/02/12 12:39:57:028',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4031,'2019/02/12 12:39:57:039',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4032,'2019/02/12 12:39:57:051',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4033,'2019/02/12 12:39:57:061',6,0.46283,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,1.197743,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0
4034,'2019/02/12 12:39:57:073',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4035,'2019/02/12 12:39:57:084',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4036,'2019/02/12 12:39:57:095',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4037,'2019/02/12 12:39:57:106',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4038,'2019/02/12 12:39:57:118',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4039,'2019/02/12 12:39:57:128',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4040,'2019/02/12 12:39:57:139',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4041,'2019/02/12 12:39:57:151',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4042,'2019/02/12 12:39:57:162',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4043,'2019/02/12 12:39:57:173',6,0.584975,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,0.403236,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,0
4044,'2019/02/12 12:39:57:184',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4045,'2019/02/12 12:39:57:195',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4046,'2019/02/12 12:39:57:206',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4047,'2019/02/12 12:39:57:217',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4048,'2019/02/12 12:39:57:228',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4049,'2019/02/12 12:39:57:239',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4050,'2019/02/12 12:39:57:251',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4051,'2019/02/12 12:39:57:262',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4052,'2019/02/12 12:39:57:272',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4053,'2019/02/12 12:39:57:284',6,5.066263,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,2.382129,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,0
4054,'2019/02/12 12:39:57:295',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4055,'2019/02/12 12:39:57:306',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4056,'2019/02/12 12:39:57:318',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4057,'2019/02/12 12:39:57:328',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4058,'2019/02/12 12:39:57:339',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4059,'2019/02/12 12:39:57:351',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4060,'2019/02/12 12:39:57:362',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4061,'2019/02/12 12:39:57:372',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4062,'2019/02/12 12:39:57:384',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4063,'2019/02/12 12:39:57:395',6,15.469506,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,17.605478,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,0
4064,'2019/02/12 12:39:57:406',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4065,'2019/02/12 12:39:57:417',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4066,'2019/02/12 12:39:57:428',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4067,'2019/02/12 12:39:57:437',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4068,'2019/02/12 12:39:57:449',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4069,'2019/02/12 12:39:57:561',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4070,'2019/02/12 12:39:57:572',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4071,'2019/02/12 12:39:57:584',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4072,'2019/02/12 12:39:57:595',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4073,'2019/02/12 12:39:57:606',6,1.371212,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,4.066034,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,0
4074,'2019/02/12 12:39:57:618',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4075,'2019/02/12 12:39:57:628',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4076,'2019/02/12 12:39:57:639',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4077,'2019/02/12 12:39:57:650',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4078,'2019/02/12 12:39:57:660',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4079,'2019/02/12 12:39:58:034',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4080,'2019/02/12 12:39:58:045',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4081,'2019/02/12 12:39:58:058',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4082,'2019/02/12 12:39:58:068',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4083,'2019/02/12 12:39:58:079',6,1.449428,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,0.908958,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,0
4084,'2019/02/12 12:39:58:091',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4085,'2019/02/12 12:39:58:101',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4086,'2019/02/12 12:39:58:112',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4087,'2019/02/12 12:39:58:124',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4088,'2019/02/12 12:39:58:135',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4089,'2019/02/12 12:39:58:146',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4090,'2019/02/12 12:39:58:158',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4091,'2019/02/12 12:39:58:168',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4092,'2019/02/12 12:39:58:179',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4093,'2019/02/12 12:39:58:191',6,0.703518,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,0.380376,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,0
4094,'2019/02/12 12:39:58:201',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4095,'2019/02/12 12:39:58:213',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4096,'2019/02/12 12:39:58:225',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4097,'2019/02/12 12:39:58:235',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4098,'2019/02/12 12:39:58:246',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4099,'2019/02/12 12:39:58:258',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4100,'2019/02/12 12:39:58:268',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4101,'2019/02/12 12:39:58:279',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4102,'2019/02/12 12:39:58:291',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4103,'2019/02/12 12:39:58:301',6,0.21422,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,2.388297,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0
4104,'2019/02/12 12:39:58:313',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4105,'2019/02/12 12:39:58:325',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4106,'2019/02/12 12:39:58:335',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4107,'2019/02/12 12:39:58:346',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4108,'2019/02/12 12:39:58:358',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4109,'2019/02/12 12:39:58:368',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4110,'2019/02/12 12:39:58:379',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4111,'2019/02/12 12:39:58:391',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4112,'2019/02/12 12:39:58:401',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4113,'2019/02/12 12:39:58:412',6,0.178857,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,0.521932,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0
4114,'2019/02/12 12:39:58:424',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4115,'2019/02/12 12:39:58:435',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4116,'2019/02/12 12:39:58:446',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4117,'2019/02/12 12:39:58:458',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4118,'2019/02/12 12:39:58:468',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4119,'2019/02/12 12:39:58:479',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4120,'2019/02/12 12:39:58:491',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4121,'2019/02/12 12:39:58:501',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4122,'2019/02/12 12:39:58:512',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4123,'2019/02/12 12:39:58:524',6,0.732068,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,0.637842,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0
4124,'2019/02/12 12:39:58:535',6,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,2.967803,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0.775649,0
4125,'2019/02/12 12:39:58:546',6,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,2.967803,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0.775649,0
4126,'2019/02/12 12:39:58:558',6,0.463105,12.526417,9.792394,4.217081,42.312668,37.724499,2.491524,0.391483,18.751486,2.967803,0.698929,129.488129,36.521523,1.650017,65.861305,31.825138,1.180787,0.450913,0.410085,0.775649,0
